issue_id,project,worklog_id,person,component,component_description,time_spent,date,time
832,CIT - Global Infrastructure,27850,tpenn,automation,"theme; anything automation related. System, configuration, network management, etc. should usually have another component as well for the specific tool/service that's being worked on.",1,1/7/17,3:18:00
832,CIT - Global Infrastructure,27850,tpenn,esxi,tool/service,1,1/7/17,3:18:00
832,CIT - Global Infrastructure,27850,tpenn,functional,type of work,1,1/7/17,3:18:00
832,CIT - Global Infrastructure,28011,tpenn,automation,"theme; anything automation related. System, configuration, network management, etc. should usually have another component as well for the specific tool/service that's being worked on.",1,1/13/17,6:36:00
832,CIT - Global Infrastructure,28011,tpenn,esxi,tool/service,1,1/13/17,6:36:00
832,CIT - Global Infrastructure,28011,tpenn,functional,type of work,1,1/13/17,6:36:00
832,CIT - Global Infrastructure,28024,awestfall,automation,"theme; anything automation related. System, configuration, network management, etc. should usually have another component as well for the specific tool/service that's being worked on.",3,1/15/17,4:02:00
832,CIT - Global Infrastructure,28024,awestfall,esxi,tool/service,3,1/15/17,4:02:00
832,CIT - Global Infrastructure,28024,awestfall,functional,type of work,3,1/15/17,4:02:00
832,CIT - Global Infrastructure,28032,awestfall,automation,"theme; anything automation related. System, configuration, network management, etc. should usually have another component as well for the specific tool/service that's being worked on.",2,1/17/17,7:30:00
832,CIT - Global Infrastructure,28032,awestfall,esxi,tool/service,2,1/17/17,7:30:00
832,CIT - Global Infrastructure,28032,awestfall,functional,type of work,2,1/17/17,7:30:00
832,CIT - Global Infrastructure,28064,awestfall,automation,"theme; anything automation related. System, configuration, network management, etc. should usually have another component as well for the specific tool/service that's being worked on.",1,1/19/17,4:57:00
832,CIT - Global Infrastructure,28064,awestfall,esxi,tool/service,1,1/19/17,4:57:00
832,CIT - Global Infrastructure,28064,awestfall,functional,type of work,1,1/19/17,4:57:00
832,CIT - Global Infrastructure,28107,awestfall,automation,"theme; anything automation related. System, configuration, network management, etc. should usually have another component as well for the specific tool/service that's being worked on.",2,1/20/17,8:41:00
832,CIT - Global Infrastructure,28107,awestfall,esxi,tool/service,2,1/20/17,8:41:00
832,CIT - Global Infrastructure,28107,awestfall,functional,type of work,2,1/20/17,8:41:00
833,CIT - Application Projects,27786,jevans,break/fix,type of work,1,1/3/17,8:29:00
833,CIT - Application Projects,27786,jevans,exchange,tool/service,1,1/3/17,8:29:00
833,CIT - Global Infrastructure,28030,tpenn,esxi,tool/service,0.5,1/17/17,7:26:00
833,CIT - Global Infrastructure,28030,tpenn,functional,type of work,0.5,1/17/17,7:26:00
833,CIT - Global Infrastructure,28038,tpenn,esxi,tool/service,0.5,1/17/17,10:31:00
833,CIT - Global Infrastructure,28038,tpenn,functional,type of work,0.5,1/17/17,10:31:00
833,CIT - Global Infrastructure,28043,tpenn,esxi,tool/service,0.25,1/18/17,3:39:00
833,CIT - Global Infrastructure,28043,tpenn,functional,type of work,0.25,1/18/17,3:39:00
834,CIT - Application Projects,29245,sblack,check_mk,tool/service,0.016666667,4/7/17,4:38:00
834,CIT - Application Projects,29245,sblack,functional,type of work,0.016666667,4/7/17,4:38:00
834,CIT - Global Infrastructure,27896,awestfall,functional,type of work,2,1/11/17,3:24:00
834,CIT - Global Infrastructure,27896,awestfall,networking,tool/service,2,1/11/17,3:24:00
834,CIT - Global Infrastructure,27896,awestfall,vpn,tool/service,2,1/11/17,3:24:00
834,CIT - Global Infrastructure,28063,awestfall,functional,type of work,2,1/19/17,4:52:00
834,CIT - Global Infrastructure,28063,awestfall,networking,tool/service,2,1/19/17,4:52:00
834,CIT - Global Infrastructure,28063,awestfall,vpn,tool/service,2,1/19/17,4:52:00
834,CIT - Global Infrastructure,28104,awestfall,functional,type of work,2,1/20/17,6:58:00
834,CIT - Global Infrastructure,28104,awestfall,networking,tool/service,2,1/20/17,6:58:00
834,CIT - Global Infrastructure,28104,awestfall,vpn,tool/service,2,1/20/17,6:58:00
834,CIT - Global Infrastructure,28881,awestfall,functional,type of work,1,3/11/17,3:24:00
834,CIT - Global Infrastructure,28881,awestfall,networking,tool/service,1,3/11/17,3:24:00
834,CIT - Global Infrastructure,28881,awestfall,vpn,tool/service,1,3/11/17,3:24:00
834,CIT - Global Infrastructure,28997,awestfall,functional,type of work,0.5,3/20/17,2:03:00
834,CIT - Global Infrastructure,28997,awestfall,networking,tool/service,0.5,3/20/17,2:03:00
834,CIT - Global Infrastructure,28997,awestfall,vpn,tool/service,0.5,3/20/17,2:03:00
835,CIT - Application Projects,29246,sblack,functional,type of work,0.016666667,4/7/17,4:38:00
835,CIT - Application Projects,29246,sblack,talend,tool/service,0.016666667,4/7/17,4:38:00
836,CIT - Application Projects,29247,sblack,functional,type of work,0.016666667,4/7/17,4:38:00
836,CIT - Application Projects,29247,sblack,spotfire,tool/service,0.016666667,4/7/17,4:38:00
836,CIT - Global Infrastructure,28006,tpenn,break/fix,type of work,1,1/13/17,3:19:00
836,CIT - Global Infrastructure,28006,tpenn,networking,tool/service,1,1/13/17,3:19:00
836,CIT - Global Infrastructure,28006,tpenn,VNY1,office,1,1/13/17,3:19:00
836,CIT - Global Infrastructure,28071,tpenn,break/fix,type of work,1,1/19/17,4:41:00
836,CIT - Global Infrastructure,28071,tpenn,networking,tool/service,1,1/19/17,4:41:00
836,CIT - Global Infrastructure,28071,tpenn,VNY1,office,1,1/19/17,4:41:00
837,CIT - Application Projects,28839,jevans,dpm,tool/service,0.25,3/8/17,9:53:00
837,CIT - Application Projects,28839,jevans,functional,type of work,0.25,3/8/17,9:53:00
837,CIT - Application Projects,28839,jevans,infor,tool/service,0.25,3/8/17,9:53:00
837,CIT - Application Projects,28839,jevans,sql,tool/service,0.25,3/8/17,9:53:00
837,CIT - Application Projects,28839,jevans,user_management,"theme; any work done to update, delete, or change users of a system in any way",0.25,3/8/17,9:53:00
837,CIT - Global Infrastructure,28026,smeltzer,break/fix,type of work,1,1/17/17,1:34:00
837,CIT - Global Infrastructure,28026,smeltzer,LAX1,data center,1,1/17/17,1:34:00
837,CIT - Global Infrastructure,28026,smeltzer,vpn,tool/service,1,1/17/17,1:34:00
837,CIT - Global Infrastructure,28031,tpenn,break/fix,type of work,0.5,1/17/17,7:27:00
837,CIT - Global Infrastructure,28031,tpenn,LAX1,data center,0.5,1/17/17,7:27:00
837,CIT - Global Infrastructure,28031,tpenn,vpn,tool/service,0.5,1/17/17,7:27:00
838,CIT - Application Projects,29248,sblack,functional,type of work,0.016666667,4/7/17,4:38:00
838,CIT - Global Infrastructure,28080,awestfall,functional,type of work,1,1/19/17,8:47:00
838,CIT - Global Infrastructure,28080,awestfall,networking,tool/service,1,1/19/17,8:47:00
838,CIT - Global Infrastructure,28080,awestfall,opengear,tool/service,1,1/19/17,8:47:00
838,CIT - Global Infrastructure,28105,awestfall,functional,type of work,1,1/20/17,7:01:00
838,CIT - Global Infrastructure,28105,awestfall,networking,tool/service,1,1/20/17,7:01:00
838,CIT - Global Infrastructure,28105,awestfall,opengear,tool/service,1,1/20/17,7:01:00
839,CIT - Application Projects,29250,sblack,corp_portal,tool/service,0.016666667,4/7/17,4:38:00
839,CIT - Application Projects,29250,sblack,functional,type of work,0.016666667,4/7/17,4:38:00
839,CIT - Global Infrastructure,28222,tpenn,esxi,tool/service,3,1/31/17,10:07:00
839,CIT - Global Infrastructure,28222,tpenn,functional,type of work,3,1/31/17,10:07:00
839,CIT - Global Infrastructure,28222,tpenn,networking,tool/service,3,1/31/17,10:07:00
839,CIT - Global Infrastructure,28251,tpenn,esxi,tool/service,1,2/2/17,7:00:00
839,CIT - Global Infrastructure,28251,tpenn,functional,type of work,1,2/2/17,7:00:00
839,CIT - Global Infrastructure,28251,tpenn,networking,tool/service,1,2/2/17,7:00:00
839,CIT - Global Infrastructure,28519,tpenn,esxi,tool/service,0.5,2/21/17,5:44:00
839,CIT - Global Infrastructure,28519,tpenn,functional,type of work,0.5,2/21/17,5:44:00
839,CIT - Global Infrastructure,28519,tpenn,networking,tool/service,0.5,2/21/17,5:44:00
840,CIT - Application Projects,29249,sblack,functional,type of work,0.016666667,4/7/17,4:38:00
840,CIT - Application Projects,29249,sblack,infor,tool/service,0.016666667,4/7/17,4:38:00
840,CIT - Global Infrastructure,28512,tpenn,documentation,theme; any tickets where at least some of the work done was documentation work,2,2/21/17,4:45:00
840,CIT - Global Infrastructure,28512,tpenn,esxi,tool/service,2,2/21/17,4:45:00
840,CIT - Global Infrastructure,28512,tpenn,functional,type of work,2,2/21/17,4:45:00
840,CIT - Global Infrastructure,28649,tpenn,documentation,theme; any tickets where at least some of the work done was documentation work,1.5,3/3/17,9:19:00
840,CIT - Global Infrastructure,28649,tpenn,esxi,tool/service,1.5,3/3/17,9:19:00
840,CIT - Global Infrastructure,28649,tpenn,functional,type of work,1.5,3/3/17,9:19:00
841,CIT - Application Projects,29251,sblack,exchange,tool/service,0.016666667,4/7/17,4:38:00
841,CIT - Application Projects,29251,sblack,functional,type of work,0.016666667,4/7/17,4:38:00
841,CIT - Global Infrastructure,28074,tpenn,functional,type of work,3,1/19/17,5:56:00
841,CIT - Global Infrastructure,28074,tpenn,GRU1,office,3,1/19/17,5:56:00
841,CIT - Global Infrastructure,28074,tpenn,kace,tool/service,3,1/19/17,5:56:00
841,CIT - Global Infrastructure,28074,tpenn,LHR2,office,3,1/19/17,5:56:00
841,CIT - Global Infrastructure,28074,tpenn,SFO1,office,3,1/19/17,5:56:00
842,CIT - Application Projects,29252,sblack,functional,type of work,0.016666667,4/7/17,4:39:00
842,CIT - Application Projects,29252,sblack,graylog,tool/service,0.016666667,4/7/17,4:39:00
842,CIT - Global Infrastructure,28075,tpenn,corp_nas,tool/service,0.5,1/19/17,6:30:00
842,CIT - Global Infrastructure,28075,tpenn,documentation,theme; any tickets where at least some of the work done was documentation work,0.5,1/19/17,6:30:00
842,CIT - Global Infrastructure,28075,tpenn,functional,type of work,0.5,1/19/17,6:30:00
843,CIT - Application Projects,29253,sblack,functional,type of work,0.016666667,4/7/17,4:39:00
843,CIT - Application Projects,29253,sblack,staytus,tool/service,0.016666667,4/7/17,4:39:00
843,CIT - Global Infrastructure,28119,smeltzer,AMS1,data center,1,1/20/17,9:55:00
843,CIT - Global Infrastructure,28119,smeltzer,FRA1,data center,1,1/20/17,9:55:00
843,CIT - Global Infrastructure,28119,smeltzer,functional,type of work,1,1/20/17,9:55:00
843,CIT - Global Infrastructure,28119,smeltzer,networking,tool/service,1,1/20/17,9:55:00
843,CIT - Global Infrastructure,28119,smeltzer,NYC2,office,1,1/20/17,9:55:00
844,CIT - Application Projects,28028,kyang,corp_wiki,"tool/service; corpwiki.appnexus.com, to be used in conjunction with public_wiki if general Confluence work is being done",1.5,1/17/17,3:55:00
844,CIT - Application Projects,28028,kyang,functional,type of work,1.5,1/17/17,3:55:00
844,CIT - Application Projects,28028,kyang,networking,tool/service,1.5,1/17/17,3:55:00
844,CIT - Global Infrastructure,28084,tpenn,AMS1,data center,1,1/19/17,9:14:00
844,CIT - Global Infrastructure,28084,tpenn,functional,type of work,1,1/19/17,9:14:00
844,CIT - Global Infrastructure,28084,tpenn,pbx,tool/service,1,1/19/17,9:14:00
844,CIT - Global Infrastructure,28152,tpenn,AMS1,data center,0.5,1/25/17,5:48:00
844,CIT - Global Infrastructure,28152,tpenn,functional,type of work,0.5,1/25/17,5:48:00
844,CIT - Global Infrastructure,28152,tpenn,pbx,tool/service,0.5,1/25/17,5:48:00
844,CIT - Global Infrastructure,28201,tpenn,AMS1,data center,0.5,1/30/17,5:41:00
844,CIT - Global Infrastructure,28201,tpenn,functional,type of work,0.5,1/30/17,5:41:00
844,CIT - Global Infrastructure,28201,tpenn,pbx,tool/service,0.5,1/30/17,5:41:00
845,CIT - Application Projects,28153,kyang,check_mk,tool/service,3,1/25/17,6:30:00
845,CIT - Application Projects,28153,kyang,functional,type of work,3,1/25/17,6:30:00
845,CIT - Application Projects,28525,kyang,check_mk,tool/service,20,2/21/17,9:27:00
845,CIT - Application Projects,28525,kyang,functional,type of work,20,2/21/17,9:27:00
845,CIT - Application Projects,28634,kyang,check_mk,tool/service,7,3/3/17,4:02:00
845,CIT - Application Projects,28634,kyang,functional,type of work,7,3/3/17,4:02:00
845,CIT - Global Infrastructure,30287,tpenn,AMS1,data center,2.5,5/31/17,7:32:00
845,CIT - Global Infrastructure,30287,tpenn,break/fix,type of work,2.5,5/31/17,7:32:00
845,CIT - Global Infrastructure,30287,tpenn,pbx,tool/service,2.5,5/31/17,7:32:00
846,CIT - Application Projects,28007,kyang,corp_wiki,"tool/service; corpwiki.appnexus.com, to be used in conjunction with public_wiki if general Confluence work is being done",3,1/13/17,4:24:00
846,CIT - Application Projects,28007,kyang,functional,type of work,3,1/13/17,4:24:00
846,CIT - Application Projects,28007,kyang,jira,tool/service,3,1/13/17,4:24:00
846,CIT - Application Projects,28007,kyang,public_wiki,"tool/service; wiki.appnexus.com, to be used in conjunction with corp_wiki if general Confluence work is being done",3,1/13/17,4:24:00
846,CIT - Global Infrastructure,28140,tpenn,functional,type of work,0.166666667,1/24/17,4:26:00
846,CIT - Global Infrastructure,28140,tpenn,networking,tool/service,0.166666667,1/24/17,4:26:00
846,CIT - Global Infrastructure,28140,tpenn,NYC2,office,0.166666667,1/24/17,4:26:00
847,CIT - Global Infrastructure,29275,tpenn,automation,"theme; anything automation related. System, configuration, network management, etc. should usually have another component as well for the specific tool/service that's being worked on.",0.5,4/10/17,1:06:00
847,CIT - Global Infrastructure,29275,tpenn,functional,type of work,0.5,4/10/17,1:06:00
847,CIT - Global Infrastructure,29275,tpenn,kace,tool/service,0.5,4/10/17,1:06:00
847,CIT - Global Infrastructure,29275,tpenn,laptop_management,theme; anything related to managing/securing laptops. should usually have another component as well for the specific tool/service that's being worked on.,0.5,4/10/17,1:06:00
847,CIT - Global Infrastructure,29275,tpenn,networking,tool/service,0.5,4/10/17,1:06:00
847,CIT - Global Infrastructure,31270,tpenn,automation,"theme; anything automation related. System, configuration, network management, etc. should usually have another component as well for the specific tool/service that's being worked on.",0.333333333,7/25/17,3:02:00
847,CIT - Global Infrastructure,31270,tpenn,functional,type of work,0.333333333,7/25/17,3:02:00
847,CIT - Global Infrastructure,31270,tpenn,kace,tool/service,0.333333333,7/25/17,3:02:00
847,CIT - Global Infrastructure,31270,tpenn,laptop_management,theme; anything related to managing/securing laptops. should usually have another component as well for the specific tool/service that's being worked on.,0.333333333,7/25/17,3:02:00
847,CIT - Global Infrastructure,31270,tpenn,networking,tool/service,0.333333333,7/25/17,3:02:00
848,CIT - Application Projects,29045,jhoule,functional,type of work,6,3/23/17,7:14:00
848,CIT - Application Projects,29045,jhoule,veeam,tool/service,6,3/23/17,7:14:00
848,CIT - Global Infrastructure,28175,tpenn,break/fix,type of work,0.5,1/27/17,4:56:00
848,CIT - Global Infrastructure,28175,tpenn,LHR2,office,0.5,1/27/17,4:56:00
848,CIT - Global Infrastructure,28266,tpenn,break/fix,type of work,0.25,2/3/17,5:16:00
848,CIT - Global Infrastructure,28266,tpenn,LHR2,office,0.25,2/3/17,5:16:00
849,CIT - Application Projects,30716,jhoule,documentation,theme; any tickets where at least some of the work done was documentation work,1,6/22/17,7:08:00
849,CIT - Application Projects,30716,jhoule,functional,type of work,1,6/22/17,7:08:00
849,CIT - Application Projects,30716,jhoule,veeam,tool/service,1,6/22/17,7:08:00
849,CIT - Global Infrastructure,28239,smeltzer,evaluation,"theme; anything related to evaluating new tools, hardware, software, etc.",3,2/1/17,8:15:00
849,CIT - Global Infrastructure,28239,smeltzer,functional,type of work,3,2/1/17,8:15:00
849,CIT - Global Infrastructure,28239,smeltzer,networking,tool/service,3,2/1/17,8:15:00
850,CIT - Application Projects,29043,jhoule,fileserver,tool/service,10,3/23/17,7:12:00
850,CIT - Application Projects,29043,jhoule,functional,type of work,10,3/23/17,7:12:00
850,CIT - Application Projects,29043,jhoule,veeam,tool/service,10,3/23/17,7:12:00
850,CIT - Global Infrastructure,28309,awestfall,break/fix,type of work,8,2/7/17,10:28:00
850,CIT - Global Infrastructure,28309,awestfall,functional,type of work,8,2/7/17,10:28:00
850,CIT - Global Infrastructure,28309,awestfall,networking,tool/service,8,2/7/17,10:28:00
851,CIT - Global Infrastructure,28253,tpenn,catchpoint,tool/service,1,2/2/17,8:02:00
851,CIT - Global Infrastructure,28253,tpenn,esxi,tool/service,1,2/2/17,8:02:00
851,CIT - Global Infrastructure,28253,tpenn,functional,type of work,1,2/2/17,8:02:00
851,CIT - Global Infrastructure,28523,tpenn,catchpoint,tool/service,0.25,2/21/17,8:37:00
851,CIT - Global Infrastructure,28523,tpenn,esxi,tool/service,0.25,2/21/17,8:37:00
851,CIT - Global Infrastructure,28523,tpenn,functional,type of work,0.25,2/21/17,8:37:00
852,CIT - Application Projects,27838,jevans,causecast_feed,tool/service,8,1/6/17,2:53:00
